,Ratings,Full_review
6728,5,Best phone in this price point😊
6729,5,This phone is very good. Most important price of value.
6730,4,Good product in valuable price...👍👍
6731,5,Superb quality product 👌👌👌
6732,5,"Worth of money, thank u flipkart, delivery also came before the date, nice mobile,"
6733,5,Super camera and the batter was have 6days iam using But the charging was not decrease thanks for flipkart and redmi realme and redmi eas nice
6734,5,"great product, good for idle use, daily use"
6735,5,Good product
6736,5,In this price range the phone is perfect but here only cons is that the processor is not enough or good in this process segment you can go through other realme phone in this price segment
6737,5,Nice mobile phone I am happy thanks Flipkart
6738,4,"Looks good and performing well, for 128GB its better to have 6GB of RAM"
6739,5,"One of the best mobile... performance, Quality, worth of money overall good product"
6740,5,Bast phone's
6741,4,Nice phone
6742,3,Very perfact
6743,5,Good product very nice mobile
6744,5,"Very nice pic and mobile, selfie comera"
6745,4,"super model and good features , value for money"
6746,5,"Mi 9 Power. Best mobile in low price, good camera,best battery life,"
6747,5,"Redmi 9 Power💪💪 Camera Excellent, Battery Backup Super uper, Performance Excellent, Display FHD Excellent. Thank you🙏💕 mi india🇮🇳"
6748,3,Camera very poor
6749,5,Performance is good but battery is not as long as 6000mah
6750,5,"Good performance and battery backup, thank you redmi."
6751,3,Back camera is very poor and touch is working very slow apart from this very good in battery🔋
6752,5,Best phone in this price range. Got delivered on time. Display and battery best. Camera not so good.
6753,5,Best mobile💯💯💯Awesome camera😍😍😍
6754,5,Good luking
6755,5,Super
6756,5,Veery nice thanku flipkart
6757,5,Aswom .Best phone in this price
6758,3,Pc redmi 9 power ec camera not good Just editing lightroom but phone lag ishus
6759,5,Very good product
6760,4,Good
6761,5,Awesome mobile.... Thanks for flipkart to honest and safe delivery
6762,5,Very useful product
6763,3,"Back camara is good, but front camara is worst."
6764,5,Best phone But camera quality is not bad Battery back up is too good Worth for money. Must be recommended.
6765,5,Nish mobile
6766,5,Nice Mobile
6767,4,Not bad
6768,5,nice
6769,5,Nice
6770,1,Nice phone and it's design is super .i liked it
6771,5,Super
6772,1,"Very disappointed in purchase of this phone📱While mobile charging time mobile or charger heat 🔥 in dangerously, I think mobile burst in anytime. Please don't buy this phone because your money is not your enemy. So I'm not recommend to buy this Denger phone.🙄"
6773,5,Overall this phone is value for money for not so heavy use. Camera is good for normal photography Processor in this range is good Display is also good Battery is 6000 but it drains fast Blue Color is good in looks Good buy between 9-10K
6774,5,Normal camera
6775,5,Supper good mobile phone
6776,1,"Worst product from redmi, battery drain so fast even not charging properly. Speaker sound quality is too bad. Don't buy this phone"
6777,1,I got brack screen phone 1st time then I replace then I got scandhand phone from flipcart phone was opened already bad experience And harassed by flipcart 3 technical person finally got solution from 4 th person
6778,4,Good product
6779,4,Battery backup on good camera features amazing so I will look good
6780,1,Camera results is weak
6781,5,Best camera
6782,1,Camera is bad guys and procecer also bad don't buy this buy Motorola it's better than this product
6783,5,Very nice good mobaile
6784,2,Battery life is good . With 6000mah you can go with charging for 3-4 days.Camera quality is very poor . Front camera is worst.
6785,2,Bad quality camera n hanging product
6786,5,It is a good products
6787,5,Super phone
6788,5,I like it
6789,4,Awesome piece
6790,4,The camera was poor overall the product was good
6791,1,Its a trap...  Front camera is worst.. Video call quality is very very poor.. I can't believe redmi provide such a bad front camera in this era of video call...   You can't refund or return...
6792,5,Nice product.
6793,1,Very bad like charging complaint And very poor camera quality
6794,5,After brought this product . I was thinking buy a another better product for this range. But it s ok for this range
6795,5,Super
6796,5,Up
6797,1,"Cheap quality phone, By going through the specifications I thought this is the best in this price, but it's feel is very cheap, even if you drop from 3 feet it won't survive.. Budget segment is bought by poor people, who survive in the harsh conditions Believe me this phone won't survive for long Could have opted for moto g10, for better quality of product"
6798,5,Camera is descent Sound quality is very good Display is good Performance is very good
6799,5,Camer is not good performance is slow don't buy west of money
6800,5,Your product is too good .
6801,5,Very nice👍👍
6802,1,Battery backup very bad
6803,5,Awasome pic
6804,4,very nice mobile
6805,2,Very Very bad Camara quality and very slow charging Phone display picture quality not clear sometimes phone is heng problem I am first time purchase Redmi phone very disappointed..
6806,4,It's a nice👍👏 deal 👍👍
6807,4,Pictures in low light and selfi camera is not good. Other wise it is a good budget phone
6808,5,Good product
6809,5,Good product 👍👍
6810,4,It's good one and Very nice . Worth product.
6811,5,Super display and game play
6812,4,Delivery little bit late... Otherwise the product quality is very good.. Camera quality and battery backup also ok..
6813,3,"Fast delivery,,, Mobile is ok"
6814,2,Mobile is not good because mobile hanging and slow.
6815,5,Amazing camera and battery backup is great
6816,1,Selfie camera is worst. Please don't buy these phone..
6817,5,Super nice mobile Redmi 9 P
6818,5,Good phone for low budget 👍👍
6819,1,Camera quality is bad
6820,3,Good
6821,5,Super product
6822,5,Very good 👍
6823,1,Front camera is Very bed. And mobaile hiting problam.
6824,5,Good it's battery life is very long and charging time is good 100 minute me fully charged it is also a gaming phone
6825,3,All ok but camera quality is low.
6826,4,"Good for nothing product,absolutely hanging while browsing,playback videos ,any apps can't open a kind of black screen comes and system is stopped more than 10 minutes. Very slow ,absolutely disappointing.what is the processor of the mobile?android version?even android 1 phone could be done better than this this..only a wastage and losing money.can I exchange with other phone?"
6827,3,Okay
6828,5,Nice
6829,1,Bad product
6830,1,Very worst product
6831,4,Very nice looking very good battery backup
6832,5,Nice Compatible Mobile with Good price range
6833,1,"Bad Signal strength for wifi and bluetooth. If we sit just to the wifi router, it will show full signal strength. If you go just 5 meter away the signal strength will become very poor."
6834,3,Good luck
6835,4,"This price betterthan others, batery good.. .. Camera average good.....totally this phone price worth.... Gaming performence just okey......."
6836,5,Good
6837,4,Best in segment
6838,5,Good
6839,4,Phone is out standing battery backup is also good value for money
6840,4,Value of money
6841,5,Good performance at this price
6842,4,Very nice battery backup decent camera
6843,5,Best phone at this price. But front camera would be better
6844,4,Phone is best look best disine best bettery but henging the phone and heating phone
6845,5,Very good phone And good battery
6846,4,Battery is good. Rest is ok ok
6847,5,Very good performance....velue for money... camera is ok... very good performance
6848,4,Average phone with average features but good value for money.
6849,5,Good product.battery backup very nice but camara low
6850,5,Excellent product. Loved it. Superb performance. Great camera.
6851,4,Good product value for money..mi should improve the display but overall in 10k budget its good..you won't regret.
6852,4,"Big battery, good display, good performance, good camera, value for the money"
6853,4,Nice mobile... battery life & backup is very good. Camera quality is normal but better others brands.
6854,5,"Value for money, at this budget"
6855,5,Under 12000k best phone value for money
6856,4,The mobile performance is superb and delivery was also on time value for money Big display double speaker good battery backup but camera is not that much as redmi present.
6857,5,Very nice phone and value for money Purchase faster
6858,5,Value for money.not too bad not to best.
6859,5,Best in this budget It's display and performance is best for. Gaming type
6860,4,"Battery backup better than same segment mobiles, front camera average and back camera good, performance good, speed Better, display amazing, value for money good, average user can buy without any hesitation. Overall Good mobile under 10K."
6861,5,Best Lowest Price Smart Phone within Rs.10500
6862,5,"Superb quality, camera very good, excellent product, Thank you Flipkart."
6863,5,Thanks flipkart. value of money..
6864,5,Value. For money superbb big Billion sale ..thinks to flipkart 🌟🌟🌟🌟🌟🌟
6865,4,One star less because of front camera not that good. Other things are good and it's value for money
6866,5,Very good.. Value for money
6867,3,As must reasonable price
6868,4,"Value for money, best in class"
6869,5,Very nice product and very good price
6870,4,Great phone affordable price
6871,5,Camera is ok but
6872,5,Fast delivery and good paking Supb phone and camera I love this And also flipkart supb
6873,5,"Battery is long lasting.Display is very good.Sound also very good.camera is average.But after installing gcam,image quality is very good."
6874,5,One of the best budget phone available at this price point...
6875,4,"This product is a value for money,"
6876,4,Value for money
6877,5,Using since last few months and satisfied with performance. Battery backup is superb and also camera and sound quality is superb. Best value for money
6878,5,Worth for money it's best one!🥳
6879,5,Nice phone worth of money
6880,5,Worth for money
6881,5,Very good phone and good value for money
6882,5,Value for money
6883,4,value for money
6884,5,Night camera mode very nice but after click its taking 5-10 sec loading. Bettry very nice. Lowest price
6885,4,Value for Money In low Budget go with Redmi 9 Power
6886,5,Best deal
6887,4,Value for money
6888,5,Nice phone in this great price
6889,4,Quality product good price
6890,1,Don't buy this phone battery performance is good but phone are not working fast as n this range many phones are available
6891,4,Nice
6892,4,Very nice
6893,5,"Awesome smartphone in this price range. Display is good. Processor (SoC) is good. Fingerprint sensor is working perfectly. Camera quality is very poor when taken out of the box. But there is a system update. Update it then the camera quality will become excellent. I didn't even tried played any heavy games, so I'm not able to say it. But normal apps and casual games are working perfectly. Overall good perfomance."
6894,3,Value for money 💸💸 Best cameras Nice profomens Big display. Biggest battery 🔋🔋
6895,5,Nice
6896,5,Very beautiful picture collety ✌
6897,5,"Awesome phone. Camera is also good and rest other features are bang on. Giant battery. Full day usage can last upto 2 days Or more. I used the phone extremely rigourously in the first 7 days to check any falut and so that i can replace as well. That 7 days needed 3 times charging which is awesome. I intentionally used the battery through playing games, opening maps, video streaming apps and 20+ chrome pages, bluetooth and location on and 15+ app opened all simultaneously. The full batery las..."
6898,4,Nice good product
6899,4,Nice phone battery capacity good camera also good
6900,3,Pros:1.Good battery 2.Good processor Cons:1.Display brightness 2.poor camera
6901,1,Acroding to price the product was very poor.came is not good.and i purchase very log time from Flipkart but there return policy is on this product not seen.I am Totally disappointed . other websites is far batter than there return policy
6902,5,Average performance
6903,1,Daily facing signal and network issues..same network sim we can use orther mobile it's working Good.
6904,1,Camra quality is bad
6905,3,Camera quality very poor. Other features upto the mark
6906,2,Phone Started hanging only after a month of use. I don't recommend this anymore
6907,5,Nice product love it
6908,1,When I use this phone it's feature is not god
6909,1,Worst phone complete waste of money. With in a month half of my mobile display turned into black colour and touch stopped working. When I went to near mi store they said display must replaced(cost for it is 5000) Actually mobile price is 11000
6910,1,This mobile is totally worst. don't buy redmi mobiles
6911,1,"Very unlucky to have this smartphone. As in this 5 months after purchasing it got big problem from it's sensor Actually, when calling someone or receiving someones call it's screen gets off and even you cannot disconnect that call Also,,,Got serviced from Brand authorised sevice centre But the problem continues. I think they provided me a second hand defective smartphone..."
6912,4,Good for money. Performance is avarege
6913,4,Everything ok but only one problem is heating during charging & gaming
6914,1,Camera quality week
6915,5,Nice
6916,5,Good product
6917,1,Mobile is. Better and all the part better then battery backup is poor.
6918,5,Good
6919,4,Supar
6920,5,Nice phone📱
6921,5,Super phone this price according
6922,4,Good
6923,4,Products is nice for budget allrounder touch performance is ok bettery backup is best day 2 day use I am not playing game 2 days bettery backup Easley
6924,2,Camera not good as per description... Overall good
6925,1,Hated it display is blinking since 1st day. After 15 days still there is no replacement. Flipkart also not taking issue seriously tech visit still pending from 10 days. Very disappointed infinix or micromax is best option and not expensive also.
6926,4,"Don't buy this phone, why waste money when you can get the similar phone poco M3 at 500 lesser than this. Overall phone is too good camera is not so awesome, just okay types. Performance is best, battery backup is good, There's 22.5W charger to juice it up rapidly."
6927,5,All good Camera is porr
6928,5,Very good phone but camera is not good
6929,1,"Very bad picture quality mobile also hanging o lot while playing game, also invoice not downloading. Very pathetic experience totally waste of money. I really don't understand how people are giving good rating for this 3rd class mobile"
6930,4,Battry is too good but camera is not real 48mp
6931,5,Superb mobile. But camera quality is avarage
6932,1,Poor quality of Camera
6933,4,Cemra note gods
6934,1,Camara quality is very poor
6935,2,Camera quality is not good overall product is ok
6936,1,"It doesn't support auto call recording ,it' notify opposite person that ur call has been recorded"
6937,5,Camera performances are not good. Need to be much more improvement. I bought for my mom. She loved it.
6938,1,no battary backup 6000ah cheeeeting
6939,5,Go for it
6940,1,I am not satisfied with these rubish one....
6941,2,Slow System
6942,1,Really disappointed 😞😞😞😞 with the product and the service camera is really bad don't buy this phone
6943,5,Magnificent and splendid
6944,5,Goood product very nice
6945,5,"Super mobile but it is not gaming mobile. But i played free fire, pubg, call of duty but not lag Buy this mobile . Super mobile"
6946,5,"Nice mobile, best mobile"
6947,5,Best smartphone according to market price
6948,5,Product will nice one
6949,5,Osm
6950,5,Nice quality this phone.
6951,5,Good
6952,5,Good
6953,4,Good
6954,5,Very good
6955,4,Best
6956,5,Nice
6957,1,Front camera is worst
6958,5,Nice phone with attractive image i am satisfied
6959,5,Good in price range
6960,2,Front camera very bad
6961,5,It is a nice phone
6962,5,Nice qulity
6963,5,Very good performance
6964,1,Battery charging very slow.. it take 3 to 4 hrs for charging.. battery capacity very pathetic...
6965,5,Nice
6966,5,Fine
6967,5,good product
6968,5,Goodgood
6969,5,It's a good phone at this price range with a fast charging charger and a 6000 smh battery I would suggest u to buy this phone
6970,5,Best Colette
6971,5,Average
6972,5,NICE PRODUCT OVERALL GREAT PERFORMANC
6973,5,Best price nice product thank you flipkart
6974,5,Good dilevry
6975,5,Real power phone in lowest price ...value for money also
6976,4,Good phone but camera is average
6977,5,Very good Quality Camera best in the Range
6978,3,Charging performance is low
6979,5,Exelent camera
6980,3,I do face issues with wifi connectivity. The device just keeps on disconnecting on its on and also have range issue once connected Even if the wifi router is near the device it shows low range.
6981,4,First of all you can not expect more features what it is providing. Absolutely value for money. Still expected better camera.
6982,1,"Every time exchange office is displaying but not picking the same at the time of delivery, Old mobile is OK and IMEI no is displaying, screen was OK. but in rejection remark mentioned by delivery boy was "" Product Mis matched""."
6983,2,Do not buy this phone otherwise you will waste your money.
6984,4,Good
6985,5,Awesome cameras 😍
6986,1,The mobile camera very sad
6987,5,Good
6988,1,Bad quality camera
6989,3,Nice product
6990,3,Nothing new it's another clone of some previous redmi mobile. Except look and feel
6991,5,Awesome
6992,5,Good
6993,5,Everything is batter for this smartphone
6994,4,Good .
6995,5,Ok
6996,5,Redmi 9 power best phone amazing camera and performance... I am using this phone I loved it
6997,5,Nice 👍phone📱
6998,3,Value for money
6999,5,Good. looking attractive. Nice performance. Nohang. Battery pick up super
7000,3,Mid range batter phone
7001,5,Nice
7002,5,Very Good Mobil
7003,3,Front camera quality is poor.
7004,5,Good product value for money 💰 Flipkart is trusted platform
7005,5,Nice phone at this price... Camera should be better... Otherwise a great mobile.
7006,5,Good performance
7007,3,I was using redmi note 5 before i buy redmi 9 power. The quality of camera is not upto mark. I felt even some lower priced and previous versions of redmi gives better camera output. The light from flashlight is lesser than note 5. Power of wifi receiver is very less and i find difficulty in receiving signal when i am not so close to the wifi modem. Even my 2016 model phone picks wifi signals better than redmi power.
7008,1,Hitting problum
7009,2,Camera quality very poor Its not clear photos
7010,4,Not Good Camera in Phone ? .. Not Good Battery in Phone ? ... But Display is Good?
7011,4,Good Battery performance is very slow
7012,5,Superb ........ ??????
7013,3,Best but front camera not good Battery is not good Like use in 1month but battery perfarmence is not good .internal many problem Wifi network catch only 10 meter destance
7014,5,Nice mid rang phone
7015,5,The phone is good and camera is not so good that I have expected
7016,5,CAMERA IS BAD OVERALL ALL GOOD
7017,5,Everything is good but front camera is very bad
7018,5,Good products but camra not good
7019,1,Automatic working
7020,1,"Flipkart given 4100rs prise for my redmi Y2 mobile exchange but at the time of pickup for small single line scratch on body , valuation is go down to the 1750rs . This is worst thing I ever seen"
7021,4,I am writing this review after using two weeks. Camera is good. Battery backup is also good. Backup is giving for two days. Overall in this price mobile is very good.
7022,5,Good
7023,5,Very nyc moblie
7024,5,Very nice
7025,4,Superb
7026,3,Front camera is worst and back camera is decent
7027,5,Awsome
7028,2,Camera Quality is Very Bad....
7029,4,Perfect for student
7030,5,Best in the phone
7031,5,Nice mobile
7032,5,Nice camera #nice phone
7033,1,No automatically call record in this mobile waste mobile in redmi
7034,1,Very bad camera & battery
7035,5,Nice work ...
7036,4,Ok
7037,5,Value off money 💰 Best performance
7038,1,Very very bad camera
7039,3,Mobile hanging issue
7040,5,Nice product
7041,3,At this price range there are many other(mobile) option are available. Camera 48 mega pixel is just to highlight the customer. It gives the quality as 8 mega pixel. Brightness level is also very low in daylight even after it is full. Battery is Ok but to full charge it takes almost 2 hours 45 minutes.
7042,1,Please don't exchange Mobile on Flipkart they are cheat us
7043,5,Nice product Camera & battery is very good
7044,2,value for money only. if u are looking for avg phone with average speed having 4GB doesn't make any sense. performance is average. Camera quality is worst. If you are looking for a good camera then this choice would be incorrect.
7045,5,The 9 power is amazing budget mobile without compromising necessary features. Battery capacity is the most important one ( stands for 2 days for normal usage ) . UI is also good if you disable the bloatware during initial setup process. Can handle all the daily tasks for a typical user and there is no lag during usage
7046,5,Delivered in just 2 days. Good looking. ✨ Better battery backup. Faster. Worth the money👌 Sd processor is worth with lesser phone heat. Perfect pick for homemaker woman👩
7047,5,Excellent product and awesome performance very use ful must by it
7048,5,Value for money
7049,4,Nice
7050,5,Fantastic delivery at a time thanks flipkart
7051,3,"Worst camera, photo quality is like captured from 2 mega pixel camera instead of 48 mp, photo quality super worst in low light and on zooming, good display, good battery backup, great stereo speaker, mediocre performance"
7052,5,Nice and supper
7053,3,Camera good
7054,5,Excellent
7055,5,Nice mobile But slightly late responsive
7056,1,Happy with mobile but totally disappointed with your courier person this was my last order for flipcart
7057,5,Nice
7058,3,It's gud but the camer quality is not do good 😓😓
7059,5,Nice phone
7060,5,Really Value For Money Good Performance Overall Good
7061,5,Awesome phone
7062,5,Excellent
7063,5,"Nice phone,camera is good,"
7064,5,Camera is of Zero use. Display is Good. Processor is so-so. Charging 🔋⚡is fast. Battery 🔋drainage is slow. Average speed of fingerprint sensor.
7065,5,Awesome mobile phone in this range
7066,5,Nice
7067,5,Beitfull pordickt nice
7068,5,Very nice mobile with less price
7069,5,Value for money. Camera not good. Delivered on time..
7070,4,Good product but has very low brightness
7071,4,Good product
7072,4,Excellent for redmi phone and it is processer very fast and it is camera Garigious
7073,4,Nice phone camera bad
7074,4,Good phone with this price range. Excellent battery support. Average cameras. Fast too for small games.
7075,4,Send me my super coins
7076,4,Best camera
7077,3,"Wi fi connection is very poor and slow. Screen brightness is average, set became heated when charging, not upto the mark as value for money."
7078,1,worst camera. Dont buy. Cant go for exchange through flipkart itself.
7079,5,Superb phone in this budget I bought this for my mom and c is happy with the mobile
7080,3,The battery performance is ok but phone is slow in performance and lag oftentimes.
7081,2,"I bought it one week ago and it has already started lagging. Sometimes it gets too much heated. Battery is good. There is a privacy issue. If you want to record someone's call, the phone let him know that you are recording. So it is very much problematic. There are lot of things that can't be done in this phone.  My only advice for them who wants to buy this phone is ""don't buy it. It's not worth it."""
7082,5,Nice
7083,5,Superb phone
7084,5,Very good
7085,4,Super
7086,2,Not satisfied and poor display Camera average battery also poor not 6000 it's like 3000 mah
7087,1,Display quality good Camera is very bad
7088,5,Great phone for that price...
7089,5,Super mobile i never ever saw this mobile
7090,5,Best mobile
7091,2,"Heating Issue problem, camera is not good. I don't like. poor Performance."
7092,2,Second Space is not available which is a drawback of this redmi 9 power and the camera quality is very poor.
7093,5,Good budget mobile
7094,5,Great 👌☺️
7095,5,Really this is good choice at this range. When you are searching for mid budget phone then you can go for it
7096,5,"Excellent phone , value of money 💰"
7097,5,Super
7098,5,Best battery And good gaming 🎮 Good
7099,5,Amazing product with good prices
7100,5,Really so nice product ☺
7101,3,Not Bad but battery packup is not as expected what i feel
7102,4,"Stereo speakers, Long lasting battery and Full HD+ display These combos really work well with this price and you will not feel anything bad for the money spent. Although 48mp Cam not upto the expectation. Value for money for 9999"
7103,3,Ok okay product Battery drains faster and camera zoom quality is worst
7104,5,"Loved it for the price... it serves the needs well. Picked for my mom, who is a YouTube, fb & whatsapp video call user primarily. Good Audio, screen and battery backup were the prime needs and it addressed well."
7105,5,Very good redmi 9 power
7106,5,Best product very fast delivery in covid-19 Lockdown
7107,5,Value for money
7108,5,"I m using this phone since 15 day looks good performance But one thing is issue for me front camera light isn, t available"
7109,4,Stylish looking...I loved it
7110,5,Osam
7111,5,Product is best
7112,4,Camera is good.
7113,5,Nice phone in this budget ..amazing
7114,5,"Redmi 9 power is very very best mobile Camera , battery and display awesome I satisfied this product"
7115,4,Every thing is perfect but the flashlight is not good
7116,4,Overall it is a good smartphone and worth for money. But the front camera is really disappointing. Otherwise its awesome.
7117,5,Good product
7118,5,Awesome phone
7119,5,Best Phone. Camera Qualify is Excellent. Battery Backup is also good.
7120,5,awesome
7121,4,"Thanks to Flipkart for quick & smooth delivery even in hard time, A cheap & best mobile from redmi big screen size, with gorilla glass 3 protection, huge 6k battery, processor is just ok, fast charging with type c is extra punch, camera not upto the mark as 48 mp quad setup, overall best choice in this price range."
7122,5,Nice Cemra picture Good Price phone
7123,5,Super Phone at this price Overall everything is best 1-Camera 2-Battery 3-Performance 4-Display All are best at this price You should buy this if you thinging of mobile at this price.
7124,5,Very good products cheap and best price on mobile on other mobile
7125,4,NICE PHONE
7126,5,According to money nice product in this ranage
7127,5,This is the best phone for value for money and easily play ping in it
7128,5,Every thing is good except front camera
7129,1,Over all its good. But both front & rear camara are of worst quality.
7130,5,Happy Good
7131,4,Good one @this Price... Value for money
7132,5,"Good performance, display, sound quality & battery life. Value for money"
7133,5,Fast delivery by filpkart Well job Only 2 day
7134,4,Battery osm ..but camera very bad
7135,4,Compared to cam all things good. Good for budget people. To add this has snap dragon. Ok for 8k on old phone excahnge
7136,2,This phone hangs every now and then and it started from the very first day. Too much lag in almost every action performed. Camera is not great but okay. Battery also just okay being 6000mah. Display is really good. There are 2 speakers but again that's also just okay.  Definitely not a value for money product in my opinion.
7137,5,"Good quality ,nice performance"
7138,3,Camera is very poor...other performance is good..
7139,4,"Nice phone, love the design. Worth buy. Only thing I dislike is Google dialer."
7140,3,"Mi 9 power mob.so good but there is shortcoming,it has given Google Dialer whitch makes this set useless."
7141,5,Good deal in this price range
7142,5,Value for money
7143,4,Value for money
7144,5,Excellent mobile
7145,5,Snapdragon chipset Battery backup is nice
7146,5,Camera improve excellent condition
7147,2,Heating problem
7148,5,"Its a nice phone,,,with long lasting battery and soft disolay"
7149,2,Camera quality is so poor. Very bad camera photo is unseen
7150,4,It has stereo speaker but top side speaker volume is low as compare to bottom speaker.... but overall sound is good.  brightness level have to set 100% in outdoor areas..  phone charging takes 2.5-3 hrs to full charge as i recently purchase...
7151,5,Superb battery backup
7152,3,This phone very useful for old people who need more talk hours and battery
7153,5,"Sound is not to the mark, otherwise very good."
7154,4,Good phone ...great battery life...good display ...good performance...but the camera quality is very poor... specially the front one
7155,5,Good
7156,4,Good Camera
7157,5,Amazing phone
7158,5,Mi always good product....❤️👍
7159,5,Nice mobile phone Nd thanks for flip kart
7160,5,Good but camera quality not good
7161,4,Go for it... No doubt... Big battery with 22.5W fast charge.... Full hd display at this price 😍... Camera is also take good photos in daylight but not in low light.... Overall a allrounder phn....
7162,5,The camera is good and it's display is also nice..... it's colour is amazing
7163,3,Bad Camera
7164,4,Camera is bad rest everyone is so so
7165,3,Value for money and good product
7166,5,Really Good Product Love This
7167,4,Mobile is good but charger is very slow otherwise mobile is very good
7168,4,Good phone for average users..not for gamers..front camera is worst..need update to fix..otherwise good mobile
7169,4,Till it performances well....but later i don't know....what should it be performed.......thank you.....
7170,5,It was a nice phone and it's is my first phone... Superb one and still devil emi percentage can be reduced
7171,4,This mobile phone is best for parents
7172,2,Big problem in call recording
7173,5,Good phone
7174,3,Phone heat up very quickly
7175,5,"Good phone for this budget, bought one to watch videos. Good display, longer battery and fast charge."
7176,3,"Overall products is good,not for PUBG lovers"
7177,5,Very good mobile in this budget....
7178,5,Its actually a pretty good phone for the price. The usp of this device is the big 6000mah battery and full hd display at this price point( considering newly launched phone).
7179,3,"Heating issue, Slowly charging"
7180,5,"Nice & very speed, good camera."
7181,3,Camera is very poor
7182,4,Only problem with this mobile is that fast charging. For charging it's taking more time.
7183,5,Nice phone
7184,5,Mobile is very good battery backup is good and very good redmi 9 power 💪
7185,4,Massive battery with fast charge support and 662 processor helps in best performance
7186,5,Thanks for everything. All is well
7187,5,Phone very nice good battery 🔋 back up camera loock nice
7188,4,Back camera is good but selfie is worst. The phone is thick and heavy due to high battery(6000 mah). The upper part of phone get heated during charging. Sound not so loud as expected. Design is very good. Performance is very good.
7189,1,Fingerprint sensor is very slow... taking long time to full charge.
7190,5,"Awesome products, believable price, better performance, Good gaming performance not bad graphics value for the price"
7191,5,"I am happy,nice look ,battery backup is verry good"
7192,4,Value for money go for it
7193,5,Good mobile battery backup good camera good value of money sounds system a1 slim pis
7194,5,Very nice product at this price point
7195,5,Sound quality is 2 good
7196,4,Nice mobile value for money 🤗🤗
7197,5,"Good battery life, Nice Camera with good quality photos Good display, duel speaker , best value phone in this range"
7198,5,Redmi 9 power best performance phone
7199,3,Charging time is too much 30% to 100% it's take 2hr 45min it's like an normal charger. Rear camera good battery backup poor
7200,4,Mobile is awesome but im not satisfied with the 48mp camera😕
7201,3,Bad working
7202,5,Good
7203,4,Very good performance
7204,5,value for money ❤️ ❤️ ❤️
7205,5,Nice Mobile
7206,4,Nice
7207,5,Awesome....
7208,5,Good phone
7209,4,Very good product at this price range and delivered on before time and date
7210,5,Nice mobile
7211,5,Great Product
7212,5,Excellent configuration..and Excellent performance
7213,5,Very good
7214,5,Excellent product as expected...delivery is as expected
7215,5,Nice
7216,3,Super 🔥❤️
7217,5,Phone is very good worth the money phone and camera working good
7218,5,Very good
7219,5,Awesome
7220,5,Excellent
7221,5,Not bag
7222,4,Good
7223,5,Nice
7224,5,"Camera is average, battery backup is great, display is average, performance is good. At 11 thousand rupees can be said to be fairly good."
7225,3,Front camera is very bad
7226,5,Good mobile phone..
7227,2,"Slow I daily usage it's take extra time to open apps, Fingerprint sensor also slow,"
7228,5,Nice
7229,5,All options is best performance but front camera average..
7230,5,All over Good
7231,5,Super
7232,5,NICE
7233,2,Worst performance bad ui lots of bugs in ui hang lots of time now facing problem with Bluetooth that my bluetooth headset not detecting by it sometimes ui or keyboard stop working refresh rate is very low apps opens slowly it works like 1gb ram battery back up is good one camera not upto mark
7234,5,Gud battery backup
7235,5,Very nice camera
7236,2,"Cons 1. The front camera is really bad (3GP), not sure if its due to latest update. 2. There is a lag when you open and use the camera  Pros Battery is good Audio from speaker is loud Gaming is fine Charging speed is fine  TBH my poco f1 is still much better than these phones Go for POCO M3"
7237,5,Redmi 9 power mobile is realy powerful... I like so much...full hd+ Display and battery awesome in this price...camera and side finger print sensor also good. I think little bit hanging problem is there.. Overall mobile is value for money in this price ...
7238,2,Bad camera and display
7239,5,Good performance phone under 10k
7240,4,Performance is great but Camera is average. Battery backup obviously great. Display is good. Front camera is very bad.
7241,1,Camera is bad quality
7242,1,In this phone no automatic call recording facility. Iam not recomend this product
7243,3,Nice phone
7244,5,Awesome product
7245,1,Heating probalm
7246,5,Good
7247,5,"Nice , value of many"
7248,5,Super mobile
7249,5,Wonderful redmi 9 power mobile
7250,1,Bad products l
7251,5,Have a nice phone and camera battery battery backup super
7252,4,Average
7253,5,Super
7254,4,Nice phone
7255,1,When I m updated two time mobile. But still Getting error..this big issue in this mobile...so I don't like at all.
7256,4,"At this price range it looks great.. Selfie camera could've been better imo. Battery life is great, descent rear camera..A Good deal it is."
7257,2,Very poor camara quality. Very disappointed😞with redmi first time.
7258,3,Front camera is too bad. Display could be better.
7259,5,Superb mobile Display is good Performance is excellent 💯 Camera is good
7260,5,Very nice fone but front camera 📸 not good👎
7261,1,Worst ever front camera.. I am really disappointed.
7262,1,"I have a very bad experience after using 15 days I found it is not for multitasking it's totally fail in heavy application like zoom this is only for audio and video only, friend don't waste your time and money on this product it's totally bullset"
7263,1,Display are not good
7264,1,Finger print sensor not working.
7265,5,Best phone value for money love it
7266,5,Good for this price range.
7267,5,Best phone at great price. 2nd time purchased this phone from flipkart. Go for it.
7268,3,"Phone was not speedy,VERY lag,camera not bad,6000mah takes 2:30Hr to full charge using Fast charger,UI is TOO VERY bad"
7269,1,Money ? vast
7270,3,The camera quality is poor...here it mentioned it 48mp bt not in actual nd overall its okay 👍
7271,1,"Ordered it for online classes, battery is good, decent processor and display, but the cameras are seriously horrible just like some vga camera. Disappointed by camera output."
7272,1,No good mobile and no camera best
7273,5,Beautiful camera
7274,1,Redmi 9 power is not good and customer care is not supported customer my mobile charger is Big issue but not solve this problem
